"Time","Potential"
636.8,93.2
638.4,94.4
640.0,96.2
641.6,97.4
643.2,98.0
644.8,99.2
646.4,100.4
648.0,101.0
649.6,101.6
651.2,104.0
652.8,104.6
654.4,105.2
656.0,105.8
657.6,107.6
659.2,108.8
660.8,109.4
662.4,111.2
664.0,111.2
665.6,112.4
667.2,113.6
668.8,114.2
670.4,115.4
672.0,116.0
673.6,117.2
675.2,117.8
676.8,118.4
678.4,119.0
680.0,119.6
681.6,120.2
683.2,120.8
684.8,121.4
686.4,122.0
688.0,122.6
689.6,123.2
691.2,123.8
692.8,123.2
694.4,123.2
696.0,123.8
697.6,123.8
699.2,123.8
700.8,123.8
702.4,123.8
704.0,123.8
705.6,124.4
707.2,123.8
708.8,123.8
710.4,123.2
712.0,123.2
713.6,122.6
715.2,122.0
716.8,121.4
718.4,120.8
720.0,120.2
721.6,119.6
723.2,118.4
724.8,117.8
726.4,117.2
728.0,116.6
729.6,115.4
731.2,115.4
732.8,114.8
734.4,113.6
736.0,112.4
737.6,111.8
739.2,110.6
740.8,110.0
742.4,108.8
744.0,107.6
745.6,106.4
747.2,105.8
748.8,104.6
750.4,104.6
752.0,102.8
753.6,101.6
755.2,100.4
756.8,99.2
758.4,98.0
760.0,96.8
761.6,96.2
763.2,95.6
764.8,95.0
766.4,93.2
768.0,93.2
769.6,92.0
771.2,91.4
772.8,90.2
774.4,89.0
776.0,88.4
777.6,87.8
779.2,87.2
780.8,86.6
782.4,86.0
784.0,85.4
785.6,84.8
787.2,84.2
788.8,84.2
790.4,83.0
792.0,82.4
793.6,81.8
795.2,81.2
796.8,81.2
798.4,81.2
800.0,81.2
801.6,80.6
803.2,80.6
804.8,80.0
806.4,80.6
808.0,80.6
809.6,81.2
811.2,81.2
812.8,81.8
814.4,81.2
816.0,81.2
817.6,81.8
819.2,81.8
820.8,82.4
822.4,82.4
824.0,82.4
825.6,83.0
827.2,83.6
828.8,84.2
830.4,84.8
832.0,84.8
833.6,85.4
835.2,86.6
836.8,87.2
838.4,87.8
840.0,89.0
841.6,90.2
843.2,90.8
844.8,91.4
846.4,92.0
848.0,92.6
849.6,93.8
851.2,94.4
852.8,95.6
854.4,96.2
856.0,96.8
857.6,98.0
859.2,99.8
860.8,99.8
862.4,100.4
864.0,102.2
865.6,102.8
867.2,103.4
868.8,104.6
870.4,105.2
872.0,105.8
873.6,106.4
875.2,107.6
876.8,108.2
878.4,108.8
880.0,110.0
881.6,110.0
883.2,110.6
884.8,111.8
886.4,112.4
888.0,113.0
889.6,113.6
891.2,113.6
892.8,114.2
894.4,114.2
896.0,115.4
897.6,116.6
899.2,117.2
900.8,117.2
902.4,117.2
904.0,117.8
905.6,117.8
907.2,117.8
908.8,117.8
910.4,117.8
912.0,118.4
913.6,118.4
915.2,119.0
916.8,118.4
918.4,118.4
920.0,118.4
921.6,117.8
923.2,117.8
924.8,117.8
926.4,117.8
928.0,117.2
929.6,117.2
931.2,116.6
932.8,116.6
934.4,116.0
936.0,116.0
937.6,115.4
939.2,114.2
940.8,114.2
942.4,113.6
944.0,113.0
945.6,111.8
947.2,111.8
948.8,111.2
950.4,110.6
952.0,110.0
953.6,109.4
955.2,108.2
956.8,107.6
958.4,107.0
960.0,106.4
961.6,105.2
963.2,105.2
964.8,104.6
966.4,102.8
968.0,102.2
969.6,101.6
971.2,101.0
972.8,99.8
974.4,99.8
976.0,99.2
977.6,97.4
979.2,96.2
980.8,96.2
982.4,95.0
984.0,94.4
985.6,93.8
987.2,93.2
988.8,92.6
990.4,92.0
992.0,91.4
993.6,90.8
995.2,90.8
996.8,90.2
998.4,89.6
1000.0,89.6
1001.5,88.4
1003.1,87.8
1004.7,87.8
1006.3,87.8
1007.9,87.2
1009.5,86.6
1011.1,86.6
1012.7,86.6
1014.3,86.0
1015.9,86.0
1017.5,85.4
1019.1,86.0
1020.7,86.0
1022.3,86.0
1023.9,85.4
1025.5,85.4
1027.1,85.4
1028.7,85.4
1030.3,85.4
1031.9,85.4
1033.5,86.0
1035.1,86.0
1036.7,86.6
1038.3,86.6
1039.9,87.2
1041.5,87.2
1043.1,87.8
1044.7,88.4
1046.3,89.6
1047.9,89.6
1049.5,88.4
1051.1,89.6
1052.7,90.2
1054.3,90.8
1055.9,92.0
1057.5,92.6
1059.1,93.2
1060.7,93.2
1062.3,93.8
1063.9,93.8
1065.5,95.0
1067.1,96.2
1068.7,96.2
1070.3,96.8
1071.9,97.4
1073.5,97.4
1075.1,98.6
1076.7,99.8
1078.3,100.4
1079.9,101.0
1081.5,102.2
1083.1,102.2
1084.7,102.8
1086.3,103.4
1087.9,104.6
1089.5,104.6
1091.1,105.2
1092.7,106.4
1094.3,107.0
1095.9,107.6
1097.5,108.2
1099.1,108.8
1100.7,109.4
1102.3,109.4
1103.9,110.0
1105.5,110.0
1107.1,110.6
1108.7,111.2
1110.3,111.2
1111.9,111.8
1113.5,113.0
1115.1,112.4
1116.7,112.4
1118.3,113.6
1119.9,113.6
1121.5,113.6
1123.1,113.6
1124.7,114.2
1126.3,114.2
1127.9,114.2
1129.5,114.8
1131.1,114.2
1132.7,114.2
1134.3,114.8
1135.9,113.6
1137.5,113.6
1139.1,113.6
1140.7,113.0
1142.3,113.0
1143.9,113.6
1145.5,113.0
1147.1,113.0
1148.7,111.8
1150.3,112.4
1151.9,111.8
1153.5,111.8
1155.1,111.2
1156.7,111.2
1158.3,110.0
1159.9,110.0
1161.5,110.0
1163.1,108.8
1164.7,108.8
1166.3,108.2
1167.9,107.6
1169.5,107.6
1171.1,107.0
1172.7,106.4
1174.3,105.8
1175.9,104.6
1177.5,104.0
1179.1,104.0
1180.7,102.8
1182.3,102.8
1183.9,102.2
1185.5,101.6
1187.1,101.0
1188.7,99.8
1190.3,99.2
1191.9,98.6
1193.5,98.6
1195.1,97.4
1196.7,97.4
1198.3,96.2
1199.9,95.6
1201.5,95.6
1203.1,95.0
1204.7,94.4
1206.3,94.4
1207.9,93.2
1209.5,93.2
1211.1,93.2
1212.7,92.6
1214.3,92.6
1215.9,92.0
1217.5,92.0
1219.1,92.0
1220.7,91.4
1222.3,90.8
1223.9,90.8
1225.5,90.2
1227.1,89.6
1228.7,89.6
1230.3,89.6
1231.9,89.6
1233.5,89.6
1235.1,89.6
1236.7,89.6
1238.3,89.6
1239.9,89.0
1241.5,89.6
1243.1,89.6
1244.7,89.6
1246.3,89.6
1247.9,90.2
1249.5,89.6
1251.1,90.2
1252.7,90.8
1254.3,90.2
1255.9,90.2
1257.5,91.4
1259.1,91.4
1260.7,91.4
1262.3,92.0
1263.9,92.0
1265.5,92.0
1267.1,92.6
1268.7,93.2
1270.3,93.8
1271.9,94.4
1273.5,94.4
1275.1,94.4
1276.7,95.0
1278.3,95.6
1279.9,95.6
1281.5,96.2
1283.1,96.8
1284.7,96.8
1286.3,98.0
1287.9,98.6
1289.5,98.6
1291.1,99.2
1292.7,99.2
1294.3,100.4
1295.9,100.4
1297.5,101.0
1299.1,101.0
1300.7,102.2
1302.3,102.2
1303.9,102.8
1305.5,103.4
1307.1,104.0
1308.7,104.0
1310.3,104.6
1311.9,105.2
1313.5,105.8
1315.1,105.8
1316.7,106.4
1318.3,107.0
1319.9,107.0
1321.5,108.2
1323.1,107.6
1324.7,108.2
1326.3,108.8
1327.9,108.8
1329.5,108.8
1331.1,109.4
1332.7,110.0
1334.3,110.0
1335.9,110.6
1337.5,110.6
1339.1,110.6
1340.7,111.2
1342.3,111.2
1343.9,111.2
1345.5,111.2
1347.1,111.2
1348.7,110.6
1350.3,110.6
1351.9,110.6
1353.5,110.6
1355.1,110.0
1356.7,110.6
1358.3,110.6
1359.9,110.0
1361.5,110.0
1363.1,109.4
1364.7,109.4
1366.3,109.4
1367.9,109.4
1369.5,109.4
1371.1,108.8
1372.7,108.2
1374.3,107.6
1375.9,107.6
1377.5,107.0
1379.1,107.0
1380.7,106.4
1382.3,105.8
1383.9,105.8
1385.5,105.2
1387.1,105.2
1388.7,104.6
1390.3,104.6
1391.9,104.0
1393.5,104.0
1395.1,103.4
1396.7,102.8
1398.3,102.8
1399.9,101.6
1401.5,101.6
1403.1,100.4
1404.7,100.4
1406.3,100.4
1407.9,99.8
1409.5,99.2
1411.1,98.6
1412.7,98.6
1414.3,98.0
1415.9,97.4
1417.5,97.4
1419.1,96.8
1420.7,96.8
1422.3,96.2
1423.9,96.2
1425.5,95.0
1427.1,95.0
1428.7,94.4
1430.3,94.4
1431.9,94.4
1433.5,93.8
1435.1,93.8
1436.7,93.8
1438.3,93.2
1439.9,93.2
1441.5,92.6
1443.1,92.0
1444.7,92.6
1446.3,92.6
1447.9,92.0
1449.5,92.6
1451.1,92.6
1452.7,92.6
1454.3,92.0
1455.9,92.0
1457.5,92.0
1459.1,91.4
1460.7,91.4
1462.3,92.6
1463.9,92.6
1465.5,92.6
1467.1,92.6
1468.7,92.6
1470.3,92.6
1471.9,93.2
1473.5,93.2
1475.1,93.8
1476.7,93.8
1478.3,93.8
1479.9,94.4
1481.5,94.4
1483.1,95.0
1484.7,95.0
1486.3,95.6
1487.9,96.2
1489.5,96.2
1491.1,96.2
1492.7,96.8
1494.3,97.4
1495.9,97.4
1497.5,98.0
1499.1,98.0
1500.7,98.6
1502.3,98.6
1503.9,99.2
1505.5,99.8
1507.1,99.2
1508.7,99.8
1510.3,100.4
1511.9,101.6
1513.5,101.6
1515.1,102.8
1516.7,102.8
1518.3,102.8
1519.9,102.8
1521.5,103.4
1523.1,103.4
1524.7,104.6
1526.3,104.6
1527.9,105.2
1529.5,105.2
1531.1,105.2
1532.7,105.8
1534.3,105.8
1535.9,106.4
1537.5,106.4
1539.1,106.4
1540.7,107.0
1542.3,106.4
1543.9,107.0
1545.5,107.0
1547.1,107.6
1548.7,108.8
1550.3,108.2
1551.9,108.2
1553.5,108.2
1555.1,108.2
1556.7,108.8
1558.3,108.8
1559.9,108.8
1561.5,108.8
1563.1,108.2
1564.7,108.8
1566.3,108.2
1567.9,108.2
1569.5,108.2
1571.1,108.2
1572.7,108.2
1574.3,108.2
1575.9,108.2
1577.5,107.6
1579.1,107.0
1580.7,107.0
1582.3,107.0
1583.9,107.0
1585.5,107.0
1587.1,107.0
1588.7,107.0
1590.3,106.4
1591.9,107.0
1593.5,106.4
1595.1,105.8
1596.7,105.8
1598.3,105.2
1599.9,105.2
1601.5,104.6
1603.1,104.6
1604.7,104.0
1606.3,103.4
1607.9,103.4
1609.5,102.8
1611.1,102.8
1612.7,102.2
1614.3,101.6
1615.9,101.6
1617.5,101.0
1619.1,101.0
1620.7,101.0
1622.3,100.4
1623.9,100.4
1625.5,100.4
1627.1,99.2
1628.7,99.2
1630.3,99.2
1631.9,99.2
1633.5,100.4
1635.1,99.8
1636.7,99.2
1638.3,98.6
1639.9,96.8
1641.5,96.8
1643.1,96.2
1644.7,95.0
1646.3,96.2
1647.9,96.8
1649.5,96.8
1651.1,94.4
1652.7,92.6
1654.3,93.2
1655.9,93.8
1657.5,95.6
1659.1,96.8
1660.7,96.8
1662.3,95.6
1663.9,94.4
1665.5,93.8
1667.1,93.2
1668.7,94.4
1670.3,96.2
1671.9,97.4
1673.5,97.4
1675.1,96.2
1676.7,95.6
1678.3,94.4
1679.9,94.4
1681.5,95.6
1683.1,96.8
1684.7,97.4
1686.3,98.0
1687.9,96.8
1689.5,96.2
1691.1,95.6
1692.7,96.8
1694.3,97.4
1695.9,98.6
1697.5,99.8
1699.1,100.4
1700.7,99.2
1702.3,98.6
1703.9,98.0
1705.5,98.6
1707.1,99.2
1708.7,101.0
1710.3,101.6
1711.9,101.6
1713.5,101.0
1715.1,99.8
1716.7,99.8
1718.3,100.4
1719.9,101.6
1721.5,102.2
1723.1,102.2
1724.7,103.4
1726.3,102.8
1727.9,102.2
1729.5,101.0
1731.1,101.6
1732.7,102.8
1734.3,104.6
1735.9,104.0
1737.5,104.6
1739.1,104.0
1740.7,103.4
1742.3,102.8
1743.9,103.4
1745.5,104.0
1747.1,105.8
1748.7,107.0
1750.3,106.4
1751.9,105.2
1753.5,104.0
1755.1,104.6
1756.7,104.6
1758.3,105.2
1759.9,106.4
1761.5,108.2
1763.1,107.0
1764.7,105.8
1766.3,105.2
1767.9,105.2
1769.5,105.8
1771.1,105.8
1772.7,107.0
1774.3,107.6
1775.9,106.4
1777.5,105.8
1779.1,105.2
1780.7,105.2
1782.3,105.8
1783.9,105.8
1785.5,106.4
1787.1,106.4
1788.7,107.0
1790.3,105.8
1791.9,104.6
1793.5,104.6
1795.1,104.6
1796.7,105.8
1798.3,105.2
1799.9,105.2
1801.5,105.2
1803.1,104.6
1804.7,103.4
1806.3,103.4
1807.9,103.4
1809.5,104.6
1811.1,104.0
1812.7,103.4
1814.3,102.8
1815.9,102.2
1817.5,101.6
1819.1,100.4
1820.7,100.4
1822.3,101.6
1823.9,101.0
1825.5,101.0
1827.1,100.4
1828.7,100.4
1830.3,99.8
1831.9,99.2
1833.5,98.6
1835.1,99.8
1836.7,99.8
1838.3,99.8
1839.9,99.2
1841.5,98.6
1843.1,98.0
1844.7,97.4
1846.3,98.6
1847.9,98.6
1849.5,99.2
1851.1,99.2
1852.7,98.6
1854.3,97.4
1855.9,96.8
1857.5,96.8
1859.1,96.8
1860.7,96.8
1862.3,97.4
1863.9,97.4
1865.5,97.4
1867.1,96.2
1868.7,96.2
1870.3,96.2
1871.9,96.8
1873.5,96.8
1875.1,97.4
1876.7,96.8
1878.3,96.8
1879.9,96.8
1881.5,96.2
1883.1,96.8
1884.7,97.4
1886.3,97.4
1887.9,98.0
1889.5,97.4
1891.1,98.0
1892.7,97.4
1894.3,96.8
1895.9,96.8
1897.5,98.0
1899.1,98.0
1900.7,98.6
1902.3,98.6
1903.9,97.4
1905.5,97.4
1907.1,98.0
1908.7,98.0
1910.3,98.0
1911.9,98.6
1913.5,99.8
1915.1,99.2
1916.7,99.2
1918.3,99.2
1919.9,99.2
1921.5,99.2
1923.1,99.2
1924.7,100.4
1926.3,100.4
1927.9,101.0
1929.5,100.4
1931.1,100.4
1932.7,100.4
1934.3,101.0
1935.9,101.6
1937.5,101.6
1939.1,101.6
1940.7,102.2
1942.3,102.2
1943.9,102.2
1945.5,101.6
1947.1,102.2
1948.7,102.8
1950.3,102.8
1951.9,102.8
1953.5,103.4
1955.1,103.4
1956.7,103.4
1958.3,102.8
1959.9,103.4
1961.5,104.0
1963.1,104.6
1964.7,104.6
1966.3,104.6
1967.9,104.0
1969.5,104.0
1971.1,104.0
1972.7,104.0
1974.3,104.6
1975.9,104.6
1977.5,104.6
1979.1,104.0
1980.7,104.0
1982.3,104.6
1983.9,104.0
1985.5,104.6
1987.1,104.6
1988.7,104.6
1990.3,105.2
1991.9,105.2
1993.5,105.2
1995.1,104.6
1996.7,104.6
1998.3,105.2
1999.9,104.6
2001.3,104.6
2002.9,105.2
2004.5,104.6
2006.1,104.6
2007.7,104.6
2009.3,104.0
2010.9,104.0
2012.5,104.0
2014.1,104.0
2015.7,103.4
2017.3,104.0
2018.9,104.0
2020.5,104.0
2022.1,104.0
2023.7,102.8
2025.3,102.8
2026.9,102.2
2028.5,102.2
2030.1,102.8
2031.7,102.2
2033.3,102.8
2034.9,102.8
2036.5,101.6
2038.1,101.6
2039.7,101.0
2041.3,101.0
2042.9,101.6
2044.5,101.0
2046.1,101.0
2047.7,100.4
2049.3,100.4
2050.9,100.4
2052.5,99.8
2054.1,99.2
2055.7,99.2
2057.3,99.2
2058.9,99.2
2060.5,99.2
2062.1,98.0
2063.7,99.2
2065.3,98.6
2066.9,98.6
2068.5,98.6
2070.1,98.6
2071.7,98.6
2073.3,98.0
2074.9,98.0
2076.5,97.4
2078.1,98.0
2079.7,97.4
2081.3,97.4
2082.9,97.4
2084.5,96.8
2086.1,96.8
2087.7,97.4
2089.3,98.0
2090.9,98.0
2092.5,98.0
2094.1,98.0
2095.7,98.0
2097.3,98.0
2098.9,98.0
2100.5,98.6
2102.1,98.6
2103.7,98.0
2105.3,98.6
2106.9,98.0
2108.5,98.6
2110.1,98.0
2111.7,98.0
2113.3,98.0
2114.9,98.0
2116.5,98.0
2118.1,98.6
2119.7,99.2
2121.3,99.2
2122.9,99.2
2124.5,99.2
2126.1,99.2
2127.7,99.2
2129.3,99.2
2130.9,98.6
2132.5,98.6
2134.1,99.2
2135.7,99.8
2137.3,99.2
2138.9,99.8
2140.5,99.2
2142.1,99.8
2143.7,99.8
2145.3,100.4
2146.9,100.4
2148.5,101.0
2150.1,100.4
2151.7,100.4
2153.3,101.0
2154.9,101.0
2156.5,101.0
2158.1,101.6
2159.7,101.6
2161.3,101.6
2162.9,101.6
2164.5,102.2
2166.1,102.2
2167.7,102.2
2169.3,102.8
2170.9,102.8
2172.5,102.8
2174.1,102.2
2175.7,102.8
2177.3,102.8
2178.9,102.8
2180.5,103.4
2182.1,102.8
2183.7,103.4
2185.3,103.4
2186.9,103.4
2188.5,103.4
2190.1,104.6
2191.7,104.0
2193.3,104.6
2194.9,104.6
2196.5,104.0
2198.1,104.6
2199.7,104.6
2201.3,104.0
2202.9,104.6
2204.5,104.0
2206.1,104.0
2207.7,104.0
2209.3,104.6
2210.9,104.6
2212.5,104.6
2214.1,105.2
2215.7,104.6
2217.3,104.6
2218.9,104.0
2220.5,104.6
2222.1,104.6
2223.7,104.0
2225.3,104.0
2226.9,104.0
2228.5,104.0
2230.1,104.0
2231.7,104.0
2233.3,104.0
2234.9,103.4
2236.5,102.8
2238.1,102.8
2239.7,102.8
2241.3,102.8
2242.9,102.2
2244.5,102.2
2246.1,102.2
2247.7,102.2
2249.3,102.2
2250.9,101.6
2252.5,101.6
2254.1,101.6
2255.7,101.6
2257.3,101.0
2258.9,101.0
2260.5,101.0
2262.1,101.0
2263.7,101.0
2265.3,99.8
2266.9,100.4
2268.5,100.4
2270.1,100.4
2271.7,101.0
2273.3,100.4
2274.9,99.8
2276.5,99.8
2278.1,99.8
2279.7,99.8
2281.3,99.8
2282.9,99.8
2284.5,99.2
2286.1,99.2
2287.7,99.2
2289.3,99.2
2290.9,99.2
2292.5,99.8
2294.1,99.2
2295.7,99.8
2297.3,99.2
2298.9,99.2
2300.5,99.2
2302.1,99.2
2303.7,99.2
2305.3,99.8
2306.9,99.2
2308.5,99.2
2310.1,99.2
2311.7,99.2
2313.3,99.2
2314.9,99.2
2316.5,99.2
2318.1,99.8
2319.7,99.2
2321.3,99.2
2322.9,99.2
2324.5,99.2
2326.1,99.8
2327.7,99.8
2329.3,99.8
2330.9,99.8
2332.5,99.8
2334.1,99.8
2335.7,99.8
2337.3,99.8
2338.9,99.8
2340.5,99.8
2342.1,100.4
2343.7,99.8
2345.3,99.8
2346.9,99.8
2348.5,100.4
2350.1,100.4
2351.7,100.4
2353.3,100.4
2354.9,100.4
2356.5,100.4
2358.1,100.4
2359.7,100.4
2361.3,99.8
2362.9,100.4
2364.5,101.0
2366.1,101.6
2367.7,102.2
2369.3,102.2
2370.9,102.2
2372.5,102.2
2374.1,101.6
2375.7,101.6
2377.3,102.2
2378.9,102.2
2380.5,102.2
2382.1,102.2
2383.7,102.8
2385.3,102.8
2386.9,102.8
2388.5,102.8
2390.1,103.4
2391.7,103.4
2393.3,102.8
2394.9,103.4
2396.5,103.4
2398.1,103.4
2399.7,103.4
2401.3,103.4
2402.9,102.8
2404.5,104.0
2406.1,103.4
2407.7,103.4
2409.3,103.4
2410.9,103.4
2412.5,104.0
2414.1,103.4
2415.7,103.4
2417.3,103.4
2418.9,103.4
2420.5,102.8
2422.1,103.4
2423.7,103.4
2425.3,103.4
2426.9,103.4
2428.5,104.0
2430.1,104.0
2431.7,104.0
2433.3,103.4
2434.9,104.0
2436.5,103.4
2438.1,104.0
2439.7,104.0
2441.3,104.0
2442.9,103.4
2444.5,103.4
2446.1,104.0
2447.7,104.6
2449.3,104.0
2450.9,104.0
2452.5,103.4
2454.1,102.8
2455.7,103.4
2457.3,104.0
2458.9,104.0
2460.5,103.4
2462.1,103.4
2463.7,103.4
2465.3,103.4
2466.9,102.8
2468.5,102.8
2470.1,102.8
2471.7,102.8
2473.3,102.8
2474.9,102.8
2476.5,102.8
2478.1,102.2
2479.7,102.2
2481.3,101.6
2482.9,101.6
2484.5,101.6
2486.1,101.0
2487.7,101.0
2489.3,101.0
2490.9,101.0
2492.5,100.4
2494.1,100.4
2495.7,100.4
2497.3,100.4
2498.9,100.4
2500.5,100.4
2502.1,100.4
2503.7,100.4
2505.3,100.4
2506.9,100.4
2508.5,99.8
2510.1,99.8
2511.7,99.8
2513.3,99.8
2514.9,99.2
2516.5,99.2
2518.1,99.2
2519.7,99.8
2521.3,99.2
2522.9,99.8
2524.5,100.4
2526.1,99.2
2527.7,99.8
2529.3,100.4
2530.9,99.8
2532.5,100.4
2534.1,99.8
2535.7,99.8
2537.3,100.4
2538.9,99.8
2540.5,99.8
2542.1,99.8
2543.7,99.8
2545.3,100.4
2546.9,99.8
2548.5,99.8
2550.1,100.4
2551.7,100.4
2553.3,99.8
2554.9,99.8
2556.5,100.4
2558.1,100.4
2559.7,100.4
2561.3,100.4
2562.9,101.0
2564.5,100.4
2566.1,100.4
2567.7,101.0
2569.3,101.6
2570.9,101.0
2572.5,101.0
2574.1,101.6
2575.7,100.4
2577.3,101.0
2578.9,101.6
2580.5,101.6
2582.1,101.6
2583.7,101.0
2585.3,101.6
2586.9,101.6
2588.5,101.0
2590.1,101.6
2591.7,102.2
